X,Y,Z
00010011111000010000, 00010000101101010110, 00001100001101010000
00010011110000111101, 00010000101111011001, 00001100001101010000
00010011101001101001, 00010000110001011101, 00001100001101010000
00010011100010010110, 00010000110011100001, 00001100001101010000
00010011011011000011, 00010000110101100101, 00001100001101010000
00010011010011101111, 00010000110111101001, 00001100001101010000
00010011001100011100, 00010000111001101101, 00001100001101010000
00010011000101001001, 00010000111011110001, 00001100001101010000
00010010111101110110, 00010000111101110101, 00001100001101010000
00010010110111011000, 00010001000000010010, 00001100001101010000
00010010110000111010, 00010001000010101111, 00001100001101010000
00010010101010011100, 00010001000101001101, 00001100001101010000
00010010100011111111, 00010001000111101010, 00001100001101010000
00010010011101100001, 00010001001010000111, 00001100001101010000
00010010010111000011, 00010001001100100101, 00001100001101010000
00010010010000100101, 00010001001111000010, 00001100001101010000
00010010001010001000, 00010001010001100000, 00001100001101010000
00010010000011101010, 00010001010011111101, 00001100001101010000
00010001111101001100, 00010001010110011010, 00001100001101010000
00010001110110101110, 00010001011000111000, 00001100001101010000
00010001110000010001, 00010001011011010101, 00001100001101010000
00010001101001110011, 00010001011101110010, 00001100001101010000
00010001100011010101, 00010001100000010000, 00001100001101010000
00010001011100110111, 00010001100010101101, 00001100001101010000
00010001010110011010, 00010001100101001011, 00001100001101010000
00010001010001000001, 00010001101000000100, 00001100001101010000
00010001001011101001, 00010001101010111110, 00001100001101010000
00010001000110010000, 00010001101101111000, 00001100001101010000
00010001000000111000, 00010001110000110010, 00001100001101010000
00010000111011011111, 00010001110011101100, 00001100001101010000
00010000110110000111, 00010001110110100101, 00001100001101010000
00010000110000101110, 00010001111001011111, 00001100001101010000
00010000101011010110, 00010001111100011001, 00001100001101010000
00010000100101111110, 00010001111111010011, 00001100001101010000
00010000100000100101, 00010010000010001101, 00001100001101010000
00010000011011001101, 00010010000101000110, 00001100001101010000
00010000010101110100, 00010010001000000000, 00001100001101010000
00010000010000011100, 00010010001010111010, 00001100001101010000
00010000001011000011, 00010010001101110100, 00001100001101010000
00010000000101101011, 00010010010000101110, 00001100001101010000
00010000000000010011, 00010010010011101000, 00001100001101010000
00010000000001000111, 00010010010000001101, 00001100001101010000
00010000000001111100, 00010010001100110010, 00001100001101010000
00010000000010110000, 00010010001001010111, 00001100001101010000
00010000000011100101, 00010010000101111101, 00001100001101010000
00010000000100011001, 00010010000010100010, 00001100001101010000
00010000000101001110, 00010001111111000111, 00001100001101010000
00010000000110000010, 00010001111011101101, 00001100001101010000
00010000000110110111, 00010001111000010010, 00001100001101010000
00010000000111101100, 00010001110100110111, 00001100001101010000
00010000001000100000, 00010001110001011101, 00001100001101010000
00010000001001010101, 00010001101110000010, 00001100001101010000
00010000001010001001, 00010001101010100111, 00001100001101010000
00010000001010111110, 00010001100111001101, 00001100001101010000
00010000001011110010, 00010001100011110010, 00001100001101010000
00010000001100100111, 00010001100000010111, 00001100001101010000
00010000001101011100, 00010001011100111101, 00001100001101010000
00010000001111110110, 00010001011001101100, 00001100001101010000
00010000010010010000, 00010001010110011100, 00001100001101010000
00010000010100101010, 00010001010011001011, 00001100001101010000
00010000010111000100, 00010001001111111011, 00001100001101010000
00010000011001011110, 00010001001100101011, 00001100001101010000
00010000011011111000, 00010001001001011010, 00001100001101010000
00010000011110010010, 00010001000110001010, 00001100001101010000
00010000100000101100, 00010001000010111010, 00001100001101010000
00010000100011000110, 00010000111111101001, 00001100001101010000
00010000100101100000, 00010000111100011001, 00001100001101010000
00010000100111111010, 00010000111001001000, 00001100001101010000
00010000101010010100, 00010000110101111000, 00001100001101010000
00010000101100101110, 00010000110010101000, 00001100001101010000
00010000101111001000, 00010000101111010111, 00001100001101010000
00010000110001100010, 00010000101100000111, 00001100001101010000
00010000110011111100, 00010000101000110111, 00001100001101010000
00010000110111110001, 00010000100101111000, 00001100001101010000
00010000111011100110, 00010000100010111010, 00001100001101010000
00010000111111011100, 00010000011111111011, 00001100001101010000
00010001000011010001, 00010000011100111101, 00001100001101010000
00010001000111000110, 00010000011001111110, 00001100001101010000
00010001001010111100, 00010000010111000000, 00001100001101010000
00010001001110110001, 00010000010100000001, 00001100001101010000
00010001010010100111, 00010000010001000011, 00001100001101010000
00010001010110011100, 00010000001110000100, 00001100001101010000
00010001011010010001, 00010000001011000110, 00001100001101010000
00010001011110000111, 00010000001000000111, 00001100001101010000
00010001100001111100, 00010000000101001001, 00001100001101010000
00010001100101110001, 00010000000010001010, 00001100001101010000
00010001101001100111, 00001111111111001100, 00001100001101010000
00010001101101011100, 00001111111100001101, 00001100001101010000
00010001110001010010, 00001111111001001111, 00001100001101010000
00010001110110010101, 00001111110110100110, 00001100001101010000
00010001111011011000, 00001111110011111101, 00001100001101010000
00010010000000011100, 00001111110001010100, 00001100001101010000
00010010000101011111, 00001111101110101100, 00001100001101010000
00010010001010100010, 00001111101100000011, 00001100001101010000
00010010001111100110, 00001111101001011010, 00001100001101010000
00010010010100101001, 00001111100110110010, 00001100001101010000
00010010011001101101, 00001111100100001001, 00001100001101010000
00010010011110110000, 00001111100001100000, 00001100001101010000
00010010100011110011, 00001111011110111000, 00001100001101010000
00010010101000110111, 00001111011100001111, 00001100001101010000
00010010101101111010, 00001111011001100110, 00001100001101010000
00010010110010111101, 00001111010110111110, 00001100001101010000
00010010111000000001, 00001111010100010101, 00001100001101010000
00010010111101000100, 00001111010001101100, 00001100001101010000
00010011000010001000, 00001111001111000100, 00001100001101010000
00010010111110111100, 00001111001110011110, 00001100001101010000
00010010111011110000, 00001111001101111000, 00001100001101010000
00010010111000100101, 00001111001101010010, 00001100001101010000
00010010110101011001, 00001111001100101100, 00001100001101010000
00010010110010001110, 00001111001100000110, 00001100001101010000
00010010101111000010, 00001111001011100001, 00001100001101010000
00010010101011110111, 00001111001010111011, 00001100001101010000
00010010101000101011, 00001111001010010101, 00001100001101010000
00010010100101011111, 00001111001001101111, 00001100001101010000
00010010100010010100, 00001111001001001001, 00001100001101010000
00010010011111001000, 00001111001000100100, 00001100001101010000
00010010011011111101, 00001111000111111110, 00001100001101010000
00010010011000110001, 00001111000111011000, 00001100001101010000
00010010010101100110, 00001111000110110010, 00001100001101010000
00010010010010011010, 00001111000110001100, 00001100001101010000
00010010001111001111, 00001111000101100111, 00001100001101010000
00010010001100000111, 00001111000100111101, 00001100001101010000
00010010001000111111, 00001111000100010100, 00001100001101010000
00010010000101110111, 00001111000011101011, 00001100001101010000
00010010000010110000, 00001111000011000010, 00001100001101010000
00010001111111101000, 00001111000010011001, 00001100001101010000
00010001111100100000, 00001111000001110000, 00001100001101010000
00010001111001011000, 00001111000001000111, 00001100001101010000
00010001110110010001, 00001111000000011110, 00001100001101010000
00010001110011001001, 00001110111111110100, 00001100001101010000
00010001110000000001, 00001110111111001011, 00001100001101010000
00010001101100111001, 00001110111110100010, 00001100001101010000
00010001101001110010, 00001110111101111001, 00001100001101010000
00010001100110101010, 00001110111101010000, 00001100001101010000
00010001100011100010, 00001110111100100111, 00001100001101010000
00010001100000011010, 00001110111011111110, 00001100001101010000
00010001011101010011, 00001110111011010101, 00001100001101010000
00010001011010001111, 00001110111010101000, 00001100001101010000
00010001010111001100, 00001110111001111011, 00001100001101010000
00010001010100001000, 00001110111001001110, 00001100001101010000
00010001010001000101, 00001110111000100001, 00001100001101010000
00010001001110000010, 00001110110111110100, 00001100001101010000
00010001001010111110, 00001110110111001000, 00001100001101010000
00010001000111111011, 00001110110110011011, 00001100001101010000
00010001000100111000, 00001110110101101110, 00001100001101010000
00010001000001110100, 00001110110101000001, 00001100001101010000
00010000111110110001, 00001110110100010100, 00001100001101010000
00010000111011101101, 00001110110011101000, 00001100001101010000
00010000111000101010, 00001110110010111011, 00001100001101010000
00010000110101100111, 00001110110010001110, 00001100001101010000
00010000110010100011, 00001110110001100001, 00001100001101010000
00010000101111100000, 00001110110000110100, 00001100001101010000
00010000101100011101, 00001110110000001000, 00001100001101010000
00010000101001011110, 00001110101111010111, 00001100001101010000
00010000100110100000, 00001110101110100110, 00001100001101010000
00010000100011100001, 00001110101101110101, 00001100001101010000
00010000100000100011, 00001110101101000100, 00001100001101010000
00010000011101100100, 00001110101100010011, 00001100001101010000
00010000011010100110, 00001110101011100010, 00001100001101010000
00010000010111100111, 00001110101010110001, 00001100001101010000
00010000010100101001, 00001110101010000000, 00001100001101010000
00010000010001101011, 00001110101001001111, 00001100001101010000
00010000001110101100, 00001110101000011110, 00001100001101010000
00010000001011101110, 00001110100111101101, 00001100001101010000
00010000001000101111, 00001110100110111100, 00001100001101010000
00010000000101110001, 00001110100110001011, 00001100001101010000
00010000000010110010, 00001110100101011010, 00001100001101010000
00001111111111110100, 00001110100100101001, 00001100001101010000
00001111111100110110, 00001110100011111001, 00001100001101010000
00001111110001111111, 00001110101010011000, 00001100001101010000
00001111100111001001, 00001110110000110111, 00001100001101010000
00001111011100010011, 00001110110111010110, 00001100001101010000
00001111010001011101, 00001110111101110101, 00001100001101010000
00001111000110100111, 00001111000100010100, 00001100001101010000
00001110111011110000, 00001111001010110100, 00001100001101010000
00001110110000111010, 00001111010001010011, 00001100001101010000
00001110100110000100, 00001111010111110010, 00001100001101010000
00001110011011001110, 00001111011110010001, 00001100001101010000
00001110010000011000, 00001111100100110000, 00001100001101010000
00001110000101100001, 00001111101011010000, 00001100001101010000
00001101111010101011, 00001111110001101111, 00001100001101010000
00001101101111110101, 00001111111000001110, 00001100001101010000
00001101100100111111, 00001111111110101101, 00001100001101010000
00001101011010001001, 00010000000101001100, 00001100001101010000
00001101001111010011, 00010000001011101100, 00001100001101010000
00001101001011001010, 00010000010100001011, 00001100001101010000
00001101000111000010, 00010000011100101010, 00001100001101010000
00001101000010111010, 00010000100101001010, 00001100001101010000
00001100111110110010, 00010000101101101001, 00001100001101010000
00001100111010101010, 00010000110110001001, 00001100001101010000
00001100110110100001, 00010000111110101000, 00001100001101010000
00001100110010011001, 00010001000111001000, 00001100001101010000
00001100101110010001, 00010001001111100111, 00001100001101010000
00001100101010001001, 00010001011000000110, 00001100001101010000
00001100100110000001, 00010001100000100110, 00001100001101010000
00001100100001111000, 00010001101001000101, 00001100001101010000
00001100011101110000, 00010001110001100101, 00001100001101010000
00001100011001101000, 00010001111010000100, 00001100001101010000
00001100010101100000, 00010010000010100100, 00001100001101010000
00001100010001011000, 00010010001011000011, 00001100001101010000
00001100001101010000, 00010010010011100011, 00001100001101010000
00001100010001011000, 00010010011100000010, 00001100001101010000
00001100010101100000, 00010010100100100001, 00001100001101010000
00001100011001101000, 00010010101101000001, 00001100001101010000
00001100011101110000, 00010010110101100000, 00001100001101010000
00001100100001111000, 00010010111110000000, 00001100001101010000
00001100100110000001, 00010011000110011111, 00001100001101010000
00001100101010001001, 00010011001110111111, 00001100001101010000
00001100101110010001, 00010011010111011110, 00001100001101010000
00001100110010011001, 00010011011111111101, 00001100001101010000
00001100110110100001, 00010011101000011101, 00001100001101010000
00001100111010101010, 00010011110000111100, 00001100001101010000
00001100111110110010, 00010011111001011100, 00001100001101010000
00001101000010111010, 00010100000001111011, 00001100001101010000
00001101000111000010, 00010100001010011011, 00001100001101010000
00001101001011001010, 00010100010010111010, 00001100001101010000
00001101001111010011, 00010100011011011010, 00001100001101010000
00001101011010001001, 00010100100001111001, 00001100001101010000
00001101100100111111, 00010100101000011000, 00001100001101010000
00001101101111110101, 00010100101110110111, 00001100001101010000
00001101111010101011, 00010100110101010110, 00001100001101010000
00001110000101100001, 00010100111011110101, 00001100001101010000
00001110010000011000, 00010101000010010101, 00001100001101010000
00001110011011001110, 00010101001000110100, 00001100001101010000
00001110100110000100, 00010101001111010011, 00001100001101010000
00001110110000111010, 00010101010101110010, 00001100001101010000
00001110111011110000, 00010101011100010001, 00001100001101010000
00001111000110100111, 00010101100010110001, 00001100001101010000
00001111010001011101, 00010101101001010000, 00001100001101010000
00001111011100010011, 00010101101111101111, 00001100001101010000
00001111100111001001, 00010101110110001110, 00001100001101010000
00001111110001111111, 00010101111100101101, 00001100001101010000
00001111111100110110, 00010110000011001101, 00001100001101010000
00001111111100110110, 00010110000011001101, 00011000011010100000
