X,Y,Z
00001101101010011000, 00010010001000000001, 00001001110001000000
00001101100101000000, 00010010001010111011, 00001001110001000000
00001101011111100111, 00010010001101110101, 00001001110001000000
00001101011010001111, 00010010010000101111, 00001001110001000000
00001101010100110110, 00010010010011101001, 00001001110001000000
00001101010101101011, 00010010010000001110, 00001001110001000000
00001101010110011111, 00010010001100110011, 00001001110001000000
00001101010111010100, 00010010001001011000, 00001001110001000000
00001101011000001001, 00010010000101111110, 00001001110001000000
00001101011000111101, 00010010000010100011, 00001001110001000000
00001101011001110010, 00010001111111001000, 00001001110001000000
00001101011010100110, 00010001111011101110, 00001001110001000000
00001101011011011011, 00010001111000010011, 00001001110001000000
00001101011100001111, 00010001110100111000, 00001001110001000000
00001101011101000100, 00010001110001011110, 00001001110001000000
00001101011101111001, 00010001101110000011, 00001001110001000000
00001101011110101101, 00010001101010101000, 00001001110001000000
00001101011111100010, 00010001100111001110, 00001001110001000000
00001101100000010110, 00010001100011110011, 00001001110001000000
00001101100001001011, 00010001100000011000, 00001001110001000000
00001101100011100101, 00010001011101001000, 00001001110001000000
00001101100101111111, 00010001011001110111, 00001001110001000000
00001101101000011001, 00010001010110100111, 00001001110001000000
00001101101010110011, 00010001010011010111, 00001001110001000000
00001101101101001101, 00010001010000000110, 00001001110001000000
00001101101111100111, 00010001001100110110, 00001001110001000000
00001101110010000001, 00010001001001100110, 00001001110001000000
00001101110100011011, 00010001000110010101, 00001001110001000000
00001101110110110101, 00010001000011000101, 00001001110001000000
00001101111001001111, 00010000111111110100, 00001001110001000000
00001101111011101001, 00010000111100100100, 00001001110001000000
00001101111110000011, 00010000111001010100, 00001001110001000000
00001110000000011101, 00010000110110000011, 00001001110001000000
00001110000010110111, 00010000110010110011, 00001001110001000000
00001110000101010001, 00010000101111100011, 00001001110001000000
00001110001001000110, 00010000101100100100, 00001001110001000000
00001110001100111100, 00010000101001100110, 00001001110001000000
00001110010000110001, 00010000100110100111, 00001001110001000000
00001110010100100110, 00010000100011101001, 00001001110001000000
00001110011000011100, 00010000100000101010, 00001001110001000000
00001110011100010001, 00010000011101101100, 00001001110001000000
00001110100000000110, 00010000011010101101, 00001001110001000000
00001110100011111100, 00010000010111101111, 00001001110001000000
00001110100111110001, 00010000010100110000, 00001001110001000000
00001110101011100111, 00010000010001110010, 00001001110001000000
00001110101111011100, 00010000001110110011, 00001001110001000000
00001110110011010001, 00010000001011110101, 00001001110001000000
00001110110111000111, 00010000001000110110, 00001001110001000000
00001110111010111100, 00010000000101111000, 00001001110001000000
00001110111110110001, 00010000000010111001, 00001001110001000000
00001111000011110101, 00010000000000010000, 00001001110001000000
00001111001000111000, 00001111111101101000, 00001001110001000000
00001111001101111100, 00001111111010111111, 00001001110001000000
00001111010010111111, 00001111111000010110, 00001001110001000000
00001111011000000010, 00001111110101101110, 00001001110001000000
00001111011101000110, 00001111110011000101, 00001001110001000000
00001111100010001001, 00001111110000011100, 00001001110001000000
00001111100111001100, 00001111101101110100, 00001001110001000000
00001111101100010000, 00001111101011001011, 00001001110001000000
00001111110001010011, 00001111101000100010, 00001001110001000000
00001111110110010111, 00001111100101111010, 00001001110001000000
00001111111011011010, 00001111100011010001, 00001001110001000000
00010000000000011101, 00001111100000101000, 00001001110001000000
00010000000101100001, 00001111011101111111, 00001001110001000000
00010000001010100100, 00001111011011010111, 00001001110001000000
00010000000111011000, 00001111011010110001, 00001001110001000000
00010000000100001101, 00001111011010001011, 00001001110001000000
00010000000001000001, 00001111011001100101, 00001001110001000000
00001111111101110110, 00001111011001000000, 00001001110001000000
00001111111010101010, 00001111011000011010, 00001001110001000000
00001111110111011111, 00001111010111110100, 00001001110001000000
00001111110100010011, 00001111010111001110, 00001001110001000000
00001111110001001000, 00001111010110101000, 00001001110001000000
00001111101101111100, 00001111010110000010, 00001001110001000000
00001111101010110000, 00001111010101011101, 00001001110001000000
00001111100111100101, 00001111010100110111, 00001001110001000000
00001111100100011001, 00001111010100010001, 00001001110001000000
00001111100001001110, 00001111010011101011, 00001001110001000000
00001111011110000010, 00001111010011000101, 00001001110001000000
00001111011010110111, 00001111010010100000, 00001001110001000000
00001111010111101111, 00001111010001110110, 00001001110001000000
00001111010100100111, 00001111010001001101, 00001001110001000000
00001111010001011111, 00001111010000100100, 00001001110001000000
00001111001110011000, 00001111001111111011, 00001001110001000000
00001111001011010000, 00001111001111010010, 00001001110001000000
00001111001000001000, 00001111001110101001, 00001001110001000000
00001111000101000000, 00001111001110000000, 00001001110001000000
00001111000001111001, 00001111001101010111, 00001001110001000000
00001110111110110001, 00001111001100101101, 00001001110001000000
00001110111011101001, 00001111001100000100, 00001001110001000000
00001110111000100001, 00001111001011011011, 00001001110001000000
00001110110101011010, 00001111001010110010, 00001001110001000000
00001110110010010010, 00001111001010001001, 00001001110001000000
00001110101111001010, 00001111001001100000, 00001001110001000000
00001110101100000010, 00001111001000110111, 00001001110001000000
00001110101000111111, 00001111001000001010, 00001001110001000000
00001110100101111100, 00001111000111011101, 00001001110001000000
00001110100010111000, 00001111000110110000, 00001001110001000000
00001110011111110101, 00001111000110000011, 00001001110001000000
00001110011100110001, 00001111000101010111, 00001001110001000000
00001110011001101110, 00001111000100101010, 00001001110001000000
00001110010110101011, 00001111000011111101, 00001001110001000000
00001110010011100111, 00001111000011010000, 00001001110001000000
00001110010000100100, 00001111000010100011, 00001001110001000000
00001110001101100001, 00001111000001110111, 00001001110001000000
00001110001010011101, 00001111000001001010, 00001001110001000000
00001110000111011010, 00001111000000011101, 00001001110001000000
00001110000100010110, 00001110111111110000, 00001001110001000000
00001110000001010011, 00001110111111000011, 00001001110001000000
00001101111110010000, 00001110111110010111, 00001001110001000000
00001101111011010001, 00001110111101100110, 00001001110001000000
00001101111000010011, 00001110111100110101, 00001001110001000000
00001101110101010100, 00001110111100000100, 00001001110001000000
00001101110010010110, 00001110111011010011, 00001001110001000000
00001101101111011000, 00001110111010100010, 00001001110001000000
00001101101100011001, 00001110111001110001, 00001001110001000000
00001101101001011011, 00001110111001000000, 00001001110001000000
00001101100110011100, 00001110111000001111, 00001001110001000000
00001101100011011110, 00001110110111011110, 00001001110001000000
00001101100000011111, 00001110110110101101, 00001001110001000000
00001101011101100001, 00001110110101111100, 00001001110001000000
00001101011010100010, 00001110110101001011, 00001001110001000000
00001101010111100100, 00001110110100011010, 00001001110001000000
00001101010100100110, 00001110110011101001, 00001001110001000000
00001101010001100111, 00001110110010111000, 00001001110001000000
00001101000110110001, 00001110111001011000, 00001001110001000000
00001100111011111011, 00001110111111110111, 00001001110001000000
00001100110001000101, 00001111000110010110, 00001001110001000000
00001100100110001110, 00001111001100110101, 00001001110001000000
00001100011011011000, 00001111010011010100, 00001001110001000000
00001100010000100010, 00001111011001110100, 00001001110001000000
00001100000101101100, 00001111100000010011, 00001001110001000000
00001011111010110110, 00001111100110110010, 00001001110001000000
00001011101111111111, 00001111101101010001, 00001001110001000000
00001011100101001001, 00001111110011110000, 00001001110001000000
00001011011010010011, 00001111111010010000, 00001001110001000000
00001011001111011101, 00010000000000101111, 00001001110001000000
00001011000100100111, 00010000000111001110, 00001001110001000000
00001010111001110001, 00010000001101101101, 00001001110001000000
00001010101110111010, 00010000010100001100, 00001001110001000000
00001010101010110010, 00010000011100101100, 00001001110001000000
00001010100110101010, 00010000100101001011, 00001001110001000000
00001010100010100010, 00010000101101101011, 00001001110001000000
00001010011110011010, 00010000110110001010, 00001001110001000000
00001010011010010001, 00010000111110101001, 00001001110001000000
00001010010110001001, 00010001000111001001, 00001001110001000000
00001010010010000001, 00010001001111101000, 00001001110001000000
00001010001101111001, 00010001011000001000, 00001001110001000000
00001010001001110001, 00010001100000100111, 00001001110001000000
00001010000101101000, 00010001101001000111, 00001001110001000000
00001010000001100000, 00010001110001100110, 00001001110001000000
00001001111101011000, 00010001111010000110, 00001001110001000000
00001001111001010000, 00010010000010100101, 00001001110001000000
00001001110101001000, 00010010001011000100, 00001001110001000000
00001001110001000000, 00010010010011100100, 00001001110001000000
00001001110101001000, 00010010011100000011, 00001001110001000000
00001001111001010000, 00010010100100100011, 00001001110001000000
00001001111101011000, 00010010101101000010, 00001001110001000000
00001010000001100000, 00010010110101100010, 00001001110001000000
00001010000101101000, 00010010111110000001, 00001001110001000000
00001010001001110001, 00010011000110100000, 00001001110001000000
00001010001101111001, 00010011001111000000, 00001001110001000000
00001010010010000001, 00010011010111011111, 00001001110001000000
00001010010110001001, 00010011011111111111, 00001001110001000000
00001010011010010001, 00010011101000011110, 00001001110001000000
00001010011110011010, 00010011110000111110, 00001001110001000000
00001010100010100010, 00010011111001011101, 00001001110001000000
00001010100110101010, 00010100000001111101, 00001001110001000000
00001010101010110010, 00010100001010011100, 00001001110001000000
00001010101110111010, 00010100010010111011, 00001001110001000000
00001010111001110001, 00010100011001011011, 00001001110001000000
00001011000100100111, 00010100011111111010, 00001001110001000000
00001011001111011101, 00010100100110011001, 00001001110001000000
00001011011010010011, 00010100101100111000, 00001001110001000000
00001011100101001001, 00010100110011010111, 00001001110001000000
00001011101111111111, 00010100111001110111, 00001001110001000000
00001011111010110110, 00010101000000010110, 00001001110001000000
00001100000101101100, 00010101000110110101, 00001001110001000000
00001100010000100010, 00010101001101010100, 00001001110001000000
00001100011011011000, 00010101010011110011, 00001001110001000000
00001100100110001110, 00010101011010010010, 00001001110001000000
00001100110001000101, 00010101100000110010, 00001001110001000000
00001100111011111011, 00010101100111010001, 00001001110001000000
00001101000110110001, 00010101101101110000, 00001001110001000000
00001101010001100111, 00010101110100001111, 00001001110001000000
00001101010001100111, 00010101110100001111, 00011010110110110000
